LeadID,VehicleSoldProbability
10924070,0.2800000000
10937443,0.2800000000
10851939,0.2800000000
11153344,0.2800000000
11486633,0.2800000000
10861886,0.2800000000
10864483,0.2800000000
10912547,0.2800000000
10898331,0.2800000000
10874244,0.2800000000
11426720,0.2800000000
11321656,0.2800000000
10823400,0.2800000000
11455362,0.2800000000
11250761,0.2800000000
11018467,0.2800000000
11372912,0.2800000000
11235942,0.2800000000
11396229,0.2800000000
10831212,0.2800000000
11407336,0.2800000000
10880895,0.2800000000
11493981,0.2800000000
11070669,0.2800000000
10900236,0.2800000000
10871418,0.2800000000
11504807,0.2800000000
11231287,0.2800000000
11330021,0.2700000000
10949111,0.2700000000
11421563,0.2700000000
11185043,0.2700000000
11318620,0.2700000000
10896476,0.2700000000
11361420,0.2700000000
11461047,0.2700000000
11230529,0.2700000000
11474292,0.2700000000
11462150,0.2700000000
11463641,0.2700000000
11349118,0.2700000000
11491461,0.2700000000
10913963,0.2700000000
10968365,0.2700000000
10860558,0.2700000000
11156479,0.2700000000
11044166,0.2700000000
10976762,0.2700000000
11319964,0.2700000000
11328296,0.2700000000
11207816,0.2700000000
11325729,0.2700000000
10851560,0.2700000000
11012099,0.2700000000
11035534,0.2700000000
11002380,0.2700000000
10807344,0.2700000000
11525694,0.2700000000
11273723,0.2600000000
11238686,0.2600000000
11435552,0.2600000000
10831696,0.2600000000
11336074,0.2600000000
10918408,0.2600000000
11464960,0.2600000000
10880289,0.2600000000
11433708,0.2600000000
10853967,0.2600000000
11298625,0.2600000000
11340533,0.2600000000
10942427,0.2600000000
11509979,0.2600000000
11002888,0.2600000000
10995887,0.2600000000
11323322,0.2600000000
10792752,0.2600000000
11016082,0.2600000000
11010544,0.2600000000
11462381,0.2600000000
10850349,0.2600000000
10840119,0.2600000000
11343185,0.2600000000
11052224,0.2600000000
10800280,0.2600000000
11256018,0.2600000000
10971001,0.2600000000
10843374,0.2600000000
11481595,0.2600000000
10855626,0.2600000000
11442106,0.2500000000
10921046,0.2500000000
11363748,0.2500000000
10906134,0.2500000000
11254172,0.2500000000
11266189,0.2500000000
10996634,0.2500000000
11073355,0.2500000000
11030150,0.2500000000
10858590,0.2500000000
11286957,0.2500000000
11384947,0.2500000000
11505261,0.2500000000
11508417,0.2500000000
10802673,0.2500000000
11017237,0.2500000000
10958918,0.2500000000
10962477,0.2500000000
11092561,0.2500000000
11272429,0.2500000000
11283180,0.2500000000
11486022,0.2500000000
11398325,0.2500000000
11329836,0.2500000000
10905866,0.2500000000
11210639,0.2500000000
10946882,0.2500000000
10892264,0.2500000000
11295028,0.2400000000
11206678,0.2400000000
11003091,0.2400000000
11362072,0.2400000000
10889109,0.2400000000
11185206,0.2400000000
11318347,0.2400000000
11329539,0.2400000000
11359240,0.2400000000
10915061,0.2400000000
10823269,0.2400000000
10826582,0.2400000000
10925523,0.2400000000
10962740,0.2400000000
11290072,0.2400000000
10930166,0.2400000000
11413338,0.2400000000
11433789,0.2400000000
11350953,0.2400000000
11376306,0.2400000000
11243142,0.2400000000
10905916,0.2400000000
11171061,0.2400000000
10839245,0.2400000000
10971315,0.2400000000
11481759,0.2400000000
11405935,0.2400000000
11383807,0.2400000000
11190329,0.2400000000
11218300,0.2400000000
10928495,0.2400000000
11106885,0.2400000000
11328772,0.2400000000
10852806,0.2400000000
11456537,0.2400000000
11134224,0.2400000000
11455273,0.2400000000
11139589,0.2400000000
10989568,0.2400000000
10989210,0.2400000000
11192321,0.2400000000
11505589,0.2400000000
11295846,0.2400000000
11487627,0.2400000000
11047994,0.2400000000
11484905,0.2400000000
11507947,0.2400000000
10793741,0.2400000000
11487727,0.2300000000
10797782,0.2300000000
10961644,0.2300000000
11500713,0.2300000000
10933531,0.2300000000
10993595,0.2300000000
10996406,0.2300000000
11247964,0.2300000000
11252386,0.2300000000
11405247,0.2300000000
10959713,0.2300000000
10818938,0.2300000000
10850118,0.2300000000
11217725,0.2300000000
11361019,0.2300000000
11334712,0.2300000000
11340349,0.2300000000
11254033,0.2300000000
11185479,0.2300000000
11375660,0.2300000000
11454200,0.2300000000
11200237,0.2300000000
11249184,0.2300000000
11247069,0.2300000000
11472125,0.2300000000
11249868,0.2300000000
11342064,0.2300000000
11299613,0.2300000000
11408665,0.2300000000
11227441,0.2300000000
11399087,0.2300000000
10951797,0.2300000000
11478300,0.2300000000
11462801,0.2300000000
11234828,0.2300000000
10908507,0.2300000000
10906726,0.2300000000
11266799,0.2300000000
11189623,0.2200000000
10808634,0.2200000000
10809498,0.2200000000
10921249,0.2200000000
11227733,0.2200000000
10809848,0.2200000000
11186662,0.2200000000
11438172,0.2200000000
11362256,0.2200000000
11370989,0.2200000000
11289497,0.2200000000
10918807,0.2200000000
10990585,0.2200000000
10990678,0.2200000000
11508397,0.2200000000
10895027,0.2200000000
11270320,0.2200000000
11394294,0.2200000000
11396778,0.2200000000
11101192,0.2200000000
11505193,0.2200000000
10944215,0.2200000000
11506870,0.2200000000
10912871,0.2200000000
11279115,0.2200000000
10874657,0.2200000000
11454148,0.2200000000
11374160,0.2200000000
11488653,0.2200000000
11196521,0.2200000000
10861554,0.2200000000
11360344,0.2200000000
11238863,0.2200000000
11494721,0.2200000000
11511764,0.2200000000
11215973,0.2200000000
11238140,0.2200000000
11197886,0.2200000000
11337344,0.2200000000
11324224,0.2200000000
11153951,0.2200000000
11401559,0.2200000000
11180613,0.2200000000
11488450,0.2200000000
10867233,0.2200000000
11330523,0.2200000000
11448163,0.2200000000
10842096,0.2200000000
10867844,0.2200000000
11479391,0.2200000000
11444057,0.2200000000
11421976,0.2200000000
10872801,0.2200000000
10978672,0.2200000000
11357748,0.2200000000
11216980,0.2200000000
11240327,0.2100000000
11460064,0.2100000000
11499740,0.2100000000
10793548,0.2100000000
10832490,0.2100000000
10850918,0.2100000000
11277840,0.2100000000
11448410,0.2100000000
11475581,0.2100000000
10993320,0.2100000000
10992400,0.2100000000
11296045,0.2100000000
11046055,0.2100000000
11043652,0.2100000000
10811405,0.2100000000
11503173,0.2100000000
11257452,0.2100000000
11128277,0.2100000000
11428272,0.2100000000
10839918,0.2100000000
11471353,0.2100000000
11471320,0.2100000000
10873154,0.2100000000
11463173,0.2100000000
11478985,0.2100000000
11418179,0.2100000000
11323541,0.2100000000
11276958,0.2100000000
10988948,0.2100000000
11419409,0.2100000000
11367463,0.2100000000
10980203,0.2100000000
11037947,0.2100000000
11119592,0.2100000000
11458222,0.2100000000
11421756,0.2100000000
10924747,0.2100000000
10859438,0.2100000000
11464680,0.2100000000
11388822,0.2100000000
11272293,0.2100000000
11462712,0.2100000000
11381604,0.2100000000
11062665,0.2100000000
11245627,0.2100000000
10928938,0.2100000000
11239996,0.2100000000
11463155,0.2100000000
11254407,0.2100000000
11217624,0.2100000000
10907031,0.2100000000
11311710,0.2100000000
11269471,0.2100000000
11375963,0.2100000000
11215867,0.2100000000
11476398,0.2100000000
10953934,0.2100000000
11405893,0.2100000000
10822583,0.2100000000
11471438,0.2100000000
10930930,0.2100000000
11331086,0.2100000000
11417098,0.2100000000
11062294,0.2100000000
11510736,0.2100000000
10811218,0.2100000000
11190340,0.2100000000
11047764,0.2100000000
11226874,0.2000000000
11035116,0.2000000000
11001451,0.2000000000
10807667,0.2000000000
10809637,0.2000000000
11146765,0.2000000000
10906677,0.2000000000
11062948,0.2000000000
11276379,0.2000000000
11184197,0.2000000000
10984769,0.2000000000
10985772,0.2000000000
11438016,0.2000000000
11436469,0.2000000000
11261142,0.2000000000
11451436,0.2000000000
11264224,0.2000000000
10932470,0.2000000000
11239871,0.2000000000
10906392,0.2000000000
11403808,0.2000000000
11207334,0.2000000000
11179717,0.2000000000
11463347,0.2000000000
10853207,0.2000000000
11241408,0.2000000000
11342965,0.2000000000
10957658,0.2000000000
10865397,0.2000000000
10931708,0.2000000000
11494951,0.2000000000
11399606,0.2000000000
11025246,0.2000000000
11052652,0.2000000000
11266262,0.2000000000
11266203,0.2000000000
11485020,0.2000000000
10993574,0.2000000000
10897075,0.2000000000
10991635,0.2000000000
10877929,0.2000000000
11379756,0.2000000000
11446842,0.2000000000
11377930,0.2000000000
10873452,0.2000000000
10875249,0.2000000000
11372687,0.2000000000
11250754,0.2000000000
11099332,0.2000000000
11123314,0.2000000000
11509675,0.2000000000
11444438,0.2000000000
11208302,0.2000000000
10896396,0.2000000000
11022104,0.2000000000
11027026,0.2000000000
11001797,0.2000000000
11509007,0.2000000000
11437426,0.2000000000
10810748,0.2000000000
11393984,0.2000000000
11117067,0.2000000000
11317030,0.2000000000
11456323,0.2000000000
10988633,0.2000000000
11108430,0.2000000000
11107197,0.2000000000
11262526,0.2000000000
11313497,0.2000000000
10928519,0.2000000000
11310441,0.2000000000
11269175,0.2000000000
11183198,0.2000000000
11343377,0.2000000000
10863627,0.2000000000
11446696,0.2000000000
11412588,0.2000000000
11412445,0.2000000000
10943155,0.2000000000
11472888,0.2000000000
11184789,0.2000000000
11456192,0.2000000000
11252095,0.2000000000
11197352,0.2000000000
11194074,0.2000000000
10823345,0.2000000000
10879391,0.1900000000
11193649,0.1900000000
11441160,0.1900000000
11435343,0.1900000000
11262690,0.1900000000
11330475,0.1900000000
11214844,0.1900000000
11211546,0.1900000000
10869019,0.1900000000
10865056,0.1900000000
11046180,0.1900000000
11012467,0.1900000000
10996112,0.1900000000
11244760,0.1900000000
10994058,0.1900000000
11258189,0.1900000000
11006606,0.1900000000
10793269,0.1900000000
11007899,0.1900000000
11501607,0.1900000000
11276079,0.1900000000
10827620,0.1900000000
11268663,0.1900000000
11443433,0.1900000000
10964804,0.1900000000
10870546,0.1900000000
11315968,0.1900000000
11060307,0.1900000000
11044183,0.1900000000
11074849,0.1900000000
10822537,0.1900000000
11153950,0.1900000000
10944545,0.1900000000
11455011,0.1900000000
10939357,0.1900000000
11468967,0.1900000000
10889340,0.1900000000
11342224,0.1900000000
11059270,0.1900000000
10914742,0.1900000000
10826306,0.1900000000
11365897,0.1900000000
10962000,0.1900000000
10913661,0.1900000000
11026233,0.1900000000
11025528,0.1900000000
11250623,0.1900000000
10906465,0.1900000000
11334137,0.1900000000
10873459,0.1900000000
10977323,0.1900000000
11124205,0.1900000000
11432799,0.1900000000
11305388,0.1900000000
11283355,0.1900000000
10823750,0.1900000000
10835720,0.1900000000
11509005,0.1900000000
11475547,0.1900000000
11412653,0.1900000000
11142743,0.1900000000
11204100,0.1900000000
11333191,0.1900000000
10937816,0.1900000000
11253326,0.1900000000
11242990,0.1900000000
11402560,0.1900000000
10854403,0.1900000000
10824452,0.1900000000
11398037,0.1900000000
11198253,0.1900000000
11504277,0.1900000000
11117262,0.1900000000
10985200,0.1900000000
11440813,0.1900000000
11221435,0.1900000000
10824229,0.1900000000
11468963,0.1900000000
10793545,0.1900000000
11034541,0.1900000000
10899826,0.1900000000
10926920,0.1900000000
10830664,0.1900000000
10903976,0.1900000000
11402579,0.1900000000
10832017,0.1900000000
10992996,0.1900000000
11502565,0.1900000000
10832668,0.1900000000
11475400,0.1900000000
11017692,0.1800000000
11510579,0.1800000000
11394877,0.1800000000
11416785,0.1800000000
11438010,0.1800000000
11322049,0.1800000000
11356594,0.1800000000
11275259,0.1800000000
10819119,0.1800000000
10818978,0.1800000000
11228744,0.1800000000
11385917,0.1800000000
11223840,0.1800000000
10798306,0.1800000000
11001400,0.1800000000
11491596,0.1800000000
11025099,0.1800000000
11252206,0.1800000000
11465298,0.1800000000
11306131,0.1800000000
11398046,0.1800000000
11398898,0.1800000000
11198121,0.1800000000
11198318,0.1800000000
11252789,0.1800000000
10854782,0.1800000000
11288639,0.1800000000
11375702,0.1800000000
11375745,0.1800000000
11383874,0.1800000000
11324188,0.1800000000
10921440,0.1800000000
11232919,0.1800000000
11252766,0.1800000000
10842326,0.1800000000
11205700,0.1800000000
11271296,0.1800000000
10829147,0.1800000000
11272634,0.1800000000
10958917,0.1800000000
10972057,0.1800000000
11042259,0.1800000000
10954496,0.1800000000
10954750,0.1800000000
11089087,0.1800000000
11374478,0.1800000000
11226995,0.1800000000
11471794,0.1800000000
10943427,0.1800000000
11421187,0.1800000000
10848334,0.1800000000
10822994,0.1800000000
11508757,0.1800000000
11493167,0.1800000000
10820744,0.1800000000
11318226,0.1800000000
11486940,0.1800000000
11481918,0.1800000000
11496217,0.1800000000
11240257,0.1800000000
11255781,0.1800000000
10920075,0.1800000000
10913416,0.1800000000
11471105,0.1800000000
10852677,0.1800000000
11405284,0.1800000000
10920445,0.1800000000
11343880,0.1800000000
10910999,0.1800000000
11368016,0.1800000000
10861876,0.1800000000
11460299,0.1800000000
11244422,0.1800000000
10910962,0.1800000000
11306840,0.1800000000
11285328,0.1800000000
11489475,0.1800000000
11263869,0.1800000000
11263894,0.1800000000
11281812,0.1800000000
10944200,0.1800000000
10918778,0.1800000000
10923375,0.1800000000
11310016,0.1800000000
11323665,0.1800000000
11196655,0.1800000000
10961215,0.1800000000
11290742,0.1800000000
10965165,0.1800000000
11489141,0.1800000000
11502461,0.1800000000
11346312,0.1800000000
11143657,0.1800000000
10799333,0.1800000000
11478530,0.1800000000
11498938,0.1800000000
11498924,0.1800000000
10796341,0.1800000000
10796680,0.1800000000
10796757,0.1800000000
11050066,0.1800000000
10998259,0.1800000000
11019625,0.1800000000
10801036,0.1800000000
11275105,0.1700000000
10796429,0.1700000000
10804594,0.1700000000
11224586,0.1700000000
11297422,0.1700000000
10891100,0.1700000000
10935159,0.1700000000
11475506,0.1700000000
10993186,0.1700000000
10986600,0.1700000000
11061673,0.1700000000
10987127,0.1700000000
11108231,0.1700000000
11108233,0.1700000000
10807775,0.1700000000
10810045,0.1700000000
10827086,0.1700000000
10806549,0.1700000000
10807780,0.1700000000
10804234,0.1700000000
10964736,0.1700000000
11158350,0.1700000000
11442616,0.1700000000
11299543,0.1700000000
11277401,0.1700000000
10832546,0.1700000000
10842221,0.1700000000
11413646,0.1700000000
11439061,0.1700000000
10984800,0.1700000000
11058989,0.1700000000
11052238,0.1700000000
11063081,0.1700000000
11221428,0.1700000000
11361995,0.1700000000
11202998,0.1700000000
10964545,0.1700000000
10959320,0.1700000000
11419602,0.1700000000
11406112,0.1700000000
11208477,0.1700000000
11208843,0.1700000000
11070737,0.1700000000
10980523,0.1700000000
11340912,0.1700000000
11049962,0.1700000000
11205515,0.1700000000
11293690,0.1700000000
10823131,0.1700000000
11296987,0.1700000000
10861204,0.1700000000
11236572,0.1700000000
11357893,0.1700000000
10847271,0.1700000000
11399009,0.1700000000
10934601,0.1700000000
10951748,0.1700000000
11364292,0.1700000000
10852843,0.1700000000
11325486,0.1700000000
11489187,0.1700000000
10918672,0.1700000000
10942858,0.1700000000
10943360,0.1700000000
10916213,0.1700000000
10954320,0.1700000000
10834187,0.1700000000
11367625,0.1700000000
11383434,0.1700000000
10852974,0.1700000000
11298655,0.1700000000
10967943,0.1700000000
11123142,0.1700000000
10986267,0.1700000000
10991605,0.1700000000
11483506,0.1700000000
10938308,0.1700000000
10911321,0.1700000000
10901457,0.1700000000
11199149,0.1700000000
11482646,0.1700000000
10874474,0.1700000000
11490304,0.1700000000
11460308,0.1700000000
11404682,0.1700000000
11407917,0.1700000000
11322858,0.1700000000
11383242,0.1700000000
11234797,0.1700000000
11248617,0.1700000000
11330539,0.1700000000
11389198,0.1700000000
11389219,0.1700000000
11195741,0.1700000000
11212478,0.1700000000
11248277,0.1700000000
11371785,0.1700000000
10931347,0.1700000000
11419228,0.1700000000
10882215,0.1700000000
10883264,0.1700000000
11386581,0.1700000000
11476264,0.1700000000
11491307,0.1700000000
11385098,0.1700000000
11274613,0.1700000000
11510086,0.1700000000
10815998,0.1700000000
11122972,0.1700000000
11129472,0.1700000000
11070139,0.1700000000
11073865,0.1700000000
11002465,0.1700000000
10972932,0.1700000000
11043147,0.1700000000
11162644,0.1700000000
11036650,0.1700000000
11298240,0.1700000000
11499140,0.1700000000
11014285,0.1700000000
11302043,0.1700000000
10996019,0.1700000000
11062188,0.1700000000
11207923,0.1700000000
11007594,0.1700000000
11034844,0.1700000000
11222828,0.1700000000
11005386,0.1700000000
11502953,0.1700000000
10796506,0.1600000000
11494725,0.1600000000
11478915,0.1600000000
10903307,0.1600000000
10903938,0.1600000000
10904187,0.1600000000
11172293,0.1600000000
11383967,0.1600000000
10811908,0.1600000000
11148778,0.1600000000
11151483,0.1600000000
10824213,0.1600000000
11273886,0.1600000000
10861237,0.1600000000
10815039,0.1600000000
11508527,0.1600000000
11189498,0.1600000000
10917485,0.1600000000
11203826,0.1600000000
11339005,0.1600000000
10819123,0.1600000000
11271681,0.1600000000
11505755,0.1600000000
11505621,0.1600000000
11250057,0.1600000000
11370908,0.1600000000
11482727,0.1600000000
11359938,0.1600000000
11220393,0.1600000000
11394833,0.1600000000
11040015,0.1600000000
11486327,0.1600000000
10960330,0.1600000000
11320682,0.1600000000
11177771,0.1600000000
10963531,0.1600000000
11117115,0.1600000000
10961979,0.1600000000
11181370,0.1600000000
11054195,0.1600000000
11058775,0.1600000000
10913117,0.1600000000
10941545,0.1600000000
11382095,0.1600000000
11235909,0.1600000000
11251221,0.1600000000
10965028,0.1600000000
11396501,0.1600000000
11271868,0.1600000000
11417650,0.1600000000
11409945,0.1600000000
10837739,0.1600000000
11011443,0.1600000000
10998224,0.1600000000
11237696,0.1600000000
10971803,0.1600000000
11197588,0.1600000000
11344734,0.1600000000
10938493,0.1600000000
10851100,0.1600000000
10852156,0.1600000000
10900074,0.1600000000
11230679,0.1600000000
11341998,0.1600000000
11257052,0.1600000000
11402113,0.1600000000
11304326,0.1600000000
10937085,0.1600000000
11251063,0.1600000000
11230910,0.1600000000
10883758,0.1600000000
11023558,0.1600000000
11508139,0.1600000000
10798626,0.1600000000
11457238,0.1600000000
11400642,0.1600000000
10918578,0.1600000000
11371002,0.1600000000
11039954,0.1600000000
11201756,0.1600000000
11296634,0.1600000000
11409390,0.1600000000
11385090,0.1600000000
10855346,0.1600000000
10857269,0.1600000000
11306447,0.1600000000
11307597,0.1600000000
11243313,0.1600000000
10811442,0.1600000000
11495514,0.1600000000
11475740,0.1600000000
11361848,0.1600000000
11046994,0.1600000000
11044654,0.1600000000
10954922,0.1600000000
11240799,0.1600000000
11286135,0.1600000000
11297984,0.1600000000
11278499,0.1600000000
11498798,0.1600000000
11454859,0.1600000000
11347981,0.1600000000
10847082,0.1600000000
11488504,0.1600000000
11392754,0.1600000000
11095253,0.1600000000
11466246,0.1600000000
11464590,0.1600000000
10873652,0.1600000000
11042967,0.1600000000
11460529,0.1600000000
11382306,0.1600000000
11455517,0.1600000000
11374987,0.1600000000
11105417,0.1600000000
11191346,0.1600000000
11461149,0.1600000000
11295965,0.1600000000
11444067,0.1600000000
11220759,0.1600000000
11031627,0.1600000000
11269911,0.1600000000
10802879,0.1600000000
10992589,0.1600000000
10948031,0.1600000000
11061091,0.1600000000
10986284,0.1600000000
11444589,0.1600000000
11479509,0.1600000000
11067709,0.1600000000
11275521,0.1600000000
10798570,0.1600000000
10938885,0.1600000000
10937530,0.1600000000
11295542,0.1600000000
11290038,0.1600000000
11271905,0.1600000000
10932987,0.1600000000
11190757,0.1600000000
11004026,0.1600000000
10985400,0.1600000000
11076290,0.1600000000
10824467,0.1600000000
11239493,0.1600000000
11494239,0.1600000000
11023553,0.1600000000
11045191,0.1600000000
10889580,0.1600000000
11240460,0.1500000000
11310816,0.1500000000
11312104,0.1500000000
11026736,0.1500000000
11003276,0.1500000000
11433008,0.1500000000
11334536,0.1500000000
11316700,0.1500000000
11287145,0.1500000000
10936155,0.1500000000
10840556,0.1500000000
11313262,0.1500000000
10907992,0.1500000000
11384792,0.1500000000
11194965,0.1500000000
11134362,0.1500000000
11464668,0.1500000000
11461975,0.1500000000
10889439,0.1500000000
11015507,0.1500000000
11378206,0.1500000000
11297738,0.1500000000
11027656,0.1500000000
11448316,0.1500000000
11476013,0.1500000000
11449453,0.1500000000
11256574,0.1500000000
10920760,0.1500000000
10935624,0.1500000000
10886194,0.1500000000
11363464,0.1500000000
10935474,0.1500000000
10796463,0.1500000000
11030934,0.1500000000
11019702,0.1500000000
11293542,0.1500000000
11256801,0.1500000000
10989621,0.1500000000
11021484,0.1500000000
10982241,0.1500000000
11482587,0.1500000000
11037180,0.1500000000
10975007,0.1500000000
11114841,0.1500000000
10871614,0.1500000000
11317117,0.1500000000
10891074,0.1500000000
11280576,0.1500000000
10994414,0.1500000000
10837517,0.1500000000
11469256,0.1500000000
11399407,0.1500000000
10833689,0.1500000000
11378842,0.1500000000
11498512,0.1500000000
10986780,0.1500000000
10991893,0.1500000000
10831099,0.1500000000
10821431,0.1500000000
11265080,0.1500000000
11419890,0.1500000000
10876036,0.1500000000
11499289,0.1500000000
10897180,0.1500000000
11265505,0.1500000000
11287404,0.1500000000
10868647,0.1500000000
10870903,0.1500000000
10976335,0.1500000000
11508598,0.1500000000
11136571,0.1500000000
10888057,0.1500000000
11241216,0.1500000000
11422106,0.1500000000
10831559,0.1500000000
11137612,0.1500000000
11013913,0.1500000000
10836372,0.1500000000
11298741,0.1500000000
10836700,0.1500000000
11016507,0.1500000000
10839265,0.1500000000
11141509,0.1500000000
10877260,0.1500000000
11413718,0.1500000000
11389891,0.1500000000
11073510,0.1500000000
11389017,0.1500000000
10881061,0.1500000000
10795584,0.1500000000
11399271,0.1500000000
11508434,0.1500000000
10853434,0.1500000000
10852844,0.1500000000
11329992,0.1500000000
11497691,0.1500000000
11452318,0.1500000000
11331460,0.1500000000
11192740,0.1500000000
11324892,0.1500000000
11263896,0.1500000000
11007651,0.1500000000
10946052,0.1500000000
11247550,0.1500000000
10939166,0.1500000000
11506072,0.1500000000
10909477,0.1500000000
11267879,0.1500000000
10927734,0.1500000000
10935433,0.1500000000
11195809,0.1500000000
11426838,0.1500000000
11426854,0.1500000000
11246149,0.1500000000
11230387,0.1500000000
11219945,0.1500000000
11373018,0.1500000000
11001998,0.1500000000
11348293,0.1500000000
11414851,0.1500000000
10808699,0.1500000000
10925665,0.1500000000
10872240,0.1500000000
11250551,0.1500000000
11218679,0.1500000000
10965001,0.1500000000
11144040,0.1500000000
10943402,0.1500000000
11233905,0.1500000000
11124262,0.1500000000
11499402,0.1500000000
11343720,0.1500000000
11480315,0.1500000000
11178974,0.1500000000
11211165,0.1500000000
11195287,0.1500000000
10975401,0.1500000000
10795580,0.1500000000
11221748,0.1500000000
10793772,0.1500000000
11251757,0.1500000000
10831473,0.1500000000
11001050,0.1500000000
11030447,0.1500000000
10846873,0.1500000000
11406500,0.1500000000
11016261,0.1500000000
11195239,0.1500000000
10927487,0.1500000000
11050759,0.1500000000
10896687,0.1500000000
10879510,0.1500000000
10882796,0.1500000000
11156764,0.1500000000
11357298,0.1500000000
10976108,0.1500000000
11259344,0.1500000000
11470446,0.1500000000
10854374,0.1500000000
11486493,0.1500000000
10984906,0.1500000000
11326104,0.1500000000
10859135,0.1500000000
10912453,0.1500000000
11477379,0.1500000000
10825364,0.1500000000
11509410,0.1500000000
11462560,0.1500000000
11482531,0.1500000000
11478385,0.1500000000
11341064,0.1500000000
11182051,0.1500000000
10913600,0.1500000000
10799902,0.1500000000
11384744,0.1500000000
11023803,0.1500000000
10795588,0.1500000000
11185649,0.1500000000
10799232,0.1400000000
11198874,0.1400000000
11499496,0.1400000000
10798385,0.1400000000
11190008,0.1400000000
11422445,0.1400000000
10793538,0.1400000000
11438688,0.1400000000
11378890,0.1400000000
10878274,0.1400000000
11503162,0.1400000000
11297766,0.1400000000
11336139,0.1400000000
11403208,0.1400000000
11272765,0.1400000000
11360992,0.1400000000
11502777,0.1400000000
10946365,0.1400000000
10967414,0.1400000000
11263532,0.1400000000
